Date,0,20,65,80,all
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,0.326931130358982
,0,0.248107869208357,0.9,0.891511908002721,#REF!
,0,end,end,end,
